entity_a,entity_b,source_flags,n_assertions,needs_review,region,source,quote,notes,entity_a_polygon_source,entity_a_polygon_id,entity_a_display_name,entity_a_match_method,entity_a_resolve_source,entity_b_polygon_source,entity_b_polygon_id,entity_b_display_name,entity_b_match_method,entity_b_resolve_source,homeland_complete
LUNGU,YAO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Yao with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland)",,murdock,LUNGU,Langulu,registry,synced from ethnic_entity_index,murdock,YAO,Yao,index,ethnic_entity_index,1
LUO,ZANAKI,icmid_jr_pair,1,0,East Africa,LUO_Muperasoka Ssentongo_2015,"Similarly the Haya, Zanaki, and Luo, because of sharing the Lake Victoria they now have warm joking material which emerged purely from utilizing water resources and trading. Almost each Tanzanian tribe or ethnic groups have a group fellow to joke with whenever individual meet in whatever circumstance including burial ceremonies.",,murdock,LUO,Luo,index,ethnic_entity_index,,,ZANAKI,,,0
LUVALE,Tonga,icmid_jr_pair,1,0,Central Africa | East Africa,"https://journals.unza.zm/index.php/zjh/article/view/1376/971 ; White, C. M. N. (1958). A note on Luvale joking relations. African Studies, 17(1), 28–33. https://doi.org/10.1080/00020185808707042 | eHRAF: tonga_colson_179_1967_sv , https://www.researchgate.net/publication/358913594_The_theatre_of_jokers","However, there are also such relationships among the Tonga and the Lunda/Luvale and the Kaonde, Lamba and Lozi.",,murdock,LUVALE,Luvale,index,ethnic_entity_index,murdock,TONGA,Tonga,index,ethnic_entity_index,1
Maasai,Okiek,llm_ehraf,1,0,EasternAfrica,/Okiek_Kratz_1990_451_KS,"Okiek are represented as trickster figures: cunning, greedy, unrestrained, and violators of accepted standards of social life and behavior in various ways.
Joking, apparent or real accommodation, and a certain diffidence characterize many Okiek interactions with Maasai, whatever the actual balance of goods, services, and reliance.","Text explicitly states recurrent joking characterizes Okiek–Maasai interactions, an institutionalized interethnic pattern.",murdock,MASAI,Maasai,index,ethnic_entity_index,,,Okiek,,,0
Mahouka,SENUFO,icmid_jr_pair,1,1,West Africa,CoteDivoire_Nea_2021.pdf,Tableau 2 : Alliances inter-ethniques à plaisanterie,Dan and Yacouba are the same,,,Mahouka,,,murdock,SENUFO,Senufo,index,ethnic_entity_index,0
Makonde,MBUNGA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MAKONDE,Mawia,registry,synced from ethnic_entity_index,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,1
MAKONDE,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,MAKONDE,Mawia,registry,synced from ethnic_entity_index,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
Makonde,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,MAKONDE,Mawia,registry,synced from ethnic_entity_index,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
MAKUA,NGINDO,icmid_jr_pair,1,0,East Africa,Edward_Alpers_1975.pdf,"A final institution among the Makua-Lomwe which was potentially of very great importance in the development of trade in northern Mozambique was the system of reciprocal clan relations or unavili. Whiteley states that this relationship involved rights and duties associated with funerals and installation ceremonies among the Makua. Unavili existed only between pairs of clans, although most clans had more than one such arrangement. No seniority was recognized in unavili, while mutual aid in distress was expected and mutual abuse was enjoyed.; Two decades ago in southern Tanzania the Makua distinguished between unavili between Makua clans and their external joking relationships or utani between all Makua and the Ngoni and Ngindo.",It calls Unavili in their culture,murdock,MAKUA,Makoa,registry,synced from ethnic_entity_index,murdock,NGINDO,NGINDO,gis_exact,gis:murdock,1
MAKUA,NGONI,icmid_jr_pair,1,0,East Africa,Edward_Alpers_1975.pdf,"A final institution among the Makua-Lomwe which was potentially of very great importance in the development of trade in northern Mozambique was the system of reciprocal clan relations or unavili. Whiteley states that this relationship involved rights and duties associated with funerals and installation ceremonies among the Makua. Unavili existed only between pairs of clans, although most clans had more than one such arrangement. No seniority was recognized in unavili, while mutual aid in distress was expected and mutual abuse was enjoyed.; Two decades ago in southern Tanzania the Makua distinguished between unavili between Makua clans and their external joking relationships or utani between all Makua and the Ngoni and Ngindo.",It calls Unavili in their culture,murdock,MAKUA,Makoa,registry,synced from ethnic_entity_index,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
Malinke,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,MOSSI,Mossi,index,ethnic_entity_index,1
Malinke,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Malinke,Sambla,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,SAMO,Sambla,index,https://joshuaproject.net/people_groups/14813/UV,1
Malinke,Soninke,icmid_sheet1,1,0,,https://journals.openedition.org/etudesafricaines/15404,,Keita is a subgroup of Malinke and Cisse is a subgroup of Soninke,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,SONINKE,Soninke,index,ethnic_entity_index,1
Malinke,Tiefo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,SENUFO,Tiefo,index,https://www.101lasttribes.com/tribes/tiefo.html,1
Malinke,Tusyan,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Malinke,index,ethnic_entity_index,murdock,TUSYAN,Tusyan,index,ethnic_entity_index,1
man from Adar,man from Arewa,llm_ehraf,1,0,WesternAfrica,/Hausa_Beik_215_NK,"Mai Samari: you go even further, you’ll see the man from the Arewa joking with the man from Adar ...",Explicitly described recurrent joking relationship between Arewa and Adar (part of list of national ties).,,,man from Adar,,,,,man from Arewa,,,0
man from Gobir,man from Katsina,llm_ehraf,1,0,WesternAfrica,/Hausa_Beik_215_NK,"Mai Samari: if you go even further, you’ll meet the man from Katsina who jokes with the man from Gobir,",Text lists repeated joking tie between Katsina and Gobir inhabitants as cultural pattern.,,,man from Gobir,,,,,man from Katsina,,,0
Mandé,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Mandé,index,https://en.wikipedia.org/wiki/Mand%C3%A9_peoples,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
Mandé,Nyuo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MALINKE,Mandé,index,https://en.wikipedia.org/wiki/Mand%C3%A9_peoples,,,Nyuo,,,0
MANGA,Woɗaaɓe,icmid_jr_pair,1,1,West Africa,Manga_Kohler_2017.pdf,"This ritualized form of inter-group relationship is generally based on the
particular historic relations between the groups concerned. In the case of
Fulɓe and Kanuri, it seems to go back to the time of the Borno empire, when
pastoral Fulɓe groups first stayed for an extended period in close neighbourhood and exchange with the sedentary populations of Borno, i. e., with the
ancestors of the contemporary Kanuri population",Kaanuri are a part of Manga,murdock,MANGA,MANGA,gis_exact,gis:murdock,,,Woɗaaɓe,,,0
Maranse,Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,,,Maranse,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,0
MASAI,Okiek,icmid_jr_pair,1,0,East Africa,Okiek_Kratz_1990_451_KS,"The Okiek perspective emphasizes this External Trade fact, stressing mutual benefits through the idiom of “friendship.” Encountering Maasai individually or in small groups at ceremonial celebrations or occasionally political meetings, Okiek did and have done little to counter the Maasai impression of Okiek subordination. Joking, apparent or real accommodation, and a certain diffidence characterize many Okiek interactions with Maasai, whatever the actual balance of goods, services, and reliance.",,murdock,MASAI,Masai,index,ethnic_entity_index,,,Okiek,,,0
Maures,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,,,Maures,,,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,0
MBUM,Wute,icmid_jr_pair,1,0,Central Africa,Mbum_Moli_2017,"Donc, par ricochet, l’alliance  entre  Mbum  et  Vouté  s’étend  à  tous  ces  peuples",,murdock,MBUM,MBUM,gis_exact,gis:murdock,murdock,WUTE,WUTE,gis_exact,gis:murdock,1
MBUNGA,MPEZENI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,1
Mbunga,NGONI,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Fifteen of the seventeen tribes investigated claim external utani as follows: Yao' with Ngoni, Langulu, and Potola (the last two in Southern Nyasaland). Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. ALSO; Sumbwa (often regarded as Nyamwezi by distant tribes) with Ngoni, Gogo,Zaramu, Zigua. Nyamwezi with Ngoni, Gogo, Kami, Kaguru, Sagara, Zaramu, and Zigua.Zaramu with Ngoni, Mbunga, Nyamwezi, Sukuma, Zigua, Digo, arid Doe. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Nyiramba with Masai, Mbulu, Mangati, Mbugwe, Nyaturu, Gogo, and certain of the Nyamwezi.",Nyiramba are the people of this region,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,greg,ANGONI,Ngoni,index,ethnic_entity_index,1
MBUNGA,Nyika,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,,,Nyika,,,0
MBUNGA,Pogoro,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,POGORO,Pogoro,index,ethnic_entity_index,1
MBUNGA,Rufiji,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,,,Rufiji,,,0
Mbunga,SAGARA,icmid_jr_pair,1,0,East Africa,SAGARA_Stephen A Lucas_1974,"The central proposition that this paper is directed to examine is the degree to which utani provides an ideological framework which justifies differential access to resources while affirming social equality of the participants ; Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",on Moreau pp.387-388,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,SAGARA,SAGARA,gis_exact,gis:murdock,1
MBUNGA,Sangu,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,SANGU,SANGU,gis_exact,gis:murdock,1
MBUNGA,Vidunda,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,,,Vidunda,,,0
MBUNGA,YAO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,YAO,Yao,index,ethnic_entity_index,1
MBUNGA,ZARAMO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Mbunga with Yao (one branch), Ngoni, Pogoro, Makonde, Rufiji, Mawia, Kinga,Nyika, Hehe, Sangu, Gogo, Sagara, Vidunda, Kami, and Zaramu.",,murdock,MBUNGA,Mbunga,index,ethnic_entity_index,murdock,ZARAMO,Zaramo,index,ethnic_entity_index,1
men of Kano,men of Zaria,llm_ehraf,1,0,WesternAfrica,/Hausa_Smith_43_NK,"butchers and blacksmiths (mahauta, makira), mallams and hunters [unavailable], maharba), barber-doctors and blacksmiths (wanzamai, makira); [unavailable] and Fulani, men of Zaria and Kano, men of Zamfara and Katsina, and others.",Text lists men of Zaria and Kano as having joking relationships across places.,,,men of Kano,,,,,men of Zaria,,,0
men of Katsina,men of Zamfara,llm_ehraf,1,0,WesternAfrica,/Hausa_Smith_43_NK,"men of Zaria and Kano, men of Zamfara and Katsina, and others.",Text explicitly pairs men of Zamfara with men of Katsina in joking ties.,,,men of Katsina,,,,,men of Zamfara,,,0
Moba,Mossi (Yarse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOBA,Moba,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,1
MOBA,Tem,icmid_jr_pair,1,0,West Africa,"Tem_Facebook.pdf
 [for Konkomba] Konkomba_Kachim_2019","Au Togo, il existe des ethnies qui se charrient entre elles. C’est l’exemple des #Tem et des #Mobas sur le terme
 “#Wawa” qui signifie “esclave”. Les deux s’appellent Wawa ; à se demander finalement qui est l’esclave de l’autre ?
 Ou encore des #Akposso et des #Akebu au sujet de “#Alè” qui signifie “celui que j’envoie”.
 
 les Tém ont eu à conclure des alliances communautaires (« Kédya ») encore vivaces aujourd'hui avec les Moba et les Gourmantché vivant à Dapaong au nord du Togo et au sud du Burkina Faso d'une part et avec les Samirê au centre-est du Togo et au Bénin d'autre part, justifiant les railleries réciproques (bastêrê) entre eux et les groupes concernés. Ces alliances autorisent des railleries réciproques entre ces peuples.
 [for Konkomba] This has been the basis of a joking relationship between the
 Konkomba and the Bimoba to this day.",,murdock,MOBA,Moba,index,ethnic_entity_index,murdock,TEM,TEM,gis_exact,gis:murdock,1
Monga,Tubu,llm_ehraf,1,0,WesternAfrica,/Kanuri_Cohen_73_NK,"Joking relations also hold between clans such as Ngala’s and Magumi; Nguma and T[unknown]ara; Kuburi and T[unknown]ara; Su’urti and Kuburi; or between ethnic groups like Shuwa and Kanuri; Kurdi and Shuwa; Hausa and Fulani; Kanuri and Fulani; Tubu and Monga; Monga and B[unknown]adde; Kanembu and Wasili (Arabs). In the above relationships which seem in all cases to cover an area of interrelations involving potential conflicts, the joking takes the form (usually) of the grandparent-grandchild relationship.",Explicit ethnic pair listed as joking partners.,,,Monga,,,greg,TUBU,Tubu,index,ethnic_entity_index,0
Mossi (Yarse),Mossi (Yonyonse),keerthana_analysis,2,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Mossi (Yarse),Namoano,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,,,Namoano,,,0
Mossi (Yarse),Nankana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,,,Nankana,,,0
Mossi (Yarse),Peul (Toucouleurs),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,geopr,PEUL,Peul (Toucouleurs),index,ethnic_entity_index,1
Mossi (Yarse),Poéssé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,,,Poéssé,,,0
Mossi (Yarse),Samo,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Mossi (Yarse),Sia,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,murdock,SIA,Sia,index,ethnic_entity_index,1
Mossi (Yarse),SONGHAI,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Mossi (Yarse),Soninké,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,,,Soninké,,,0
Mossi (Yarse),Tambouriniers,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yarse),index,ethnic_entity_index,,,Tambouriniers,,,0
Mossi (Yonyonse),Poéssé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,,,Poéssé,,,0
Mossi (Yonyonse),Rissiyam,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,,,Rissiyam,,,0
Mossi (Yonyonse),Samo,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Mossi (Yonyonse),SONGHAI,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,murdock,SONGHAI,SONGHAI,index,ethnic_entity_index,1
Mossi (Yonyonse),Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Mossi (Yonyonse),Zaose,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,,,Zaose,,,0
Mossi (Yorbmosse),Zangweto,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi (Yorbmosse),index,ethnic_entity_index,,,Zangweto,,,0
Mossi,Mossi (Nakomsé),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Nakomsé),index,ethnic_entity_index,1
Mossi,Mossi (Yonyonse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yonyonse),index,ethnic_entity_index,1
Mossi,Mossi (Yorbmosse),keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,MOSSI,Mossi (Yorbmosse),index,ethnic_entity_index,1
Mossi,Nankana,keerthana_analysis,2,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Nankana,,,0
Mossi,Ninisi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Ninisi,,,0
Mossi,Poéssé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Poéssé,,,0
Mossi,Pèlè,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Pèlè,,,0
Mossi,Rabola,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Rabola,,,0
Mossi,ressortissants de koupela,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,ressortissants de koupela,,,0
Mossi,ressortissants de ramsa,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,ressortissants de ramsa,,,0
Mossi,Saanba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Saanba,,,0
Mossi,Samo,icmid_jr_pair;keerthana_analysis,2,0,BurkinaFaso,"Burkina_Nyamba_2001.html

Mossi_Skinner_195_NK.pdf","Tableau 1. Groupes alliés à plaisanteries

The Mossi
attitude toward the Gourounsi men is conditioned by the fact that theinsert_drive_file196
Mossi were still expanding and absorbing the Gourounsi when the French
arrived. Mossi often jokingly refer to the Gourounsi as their ligidi (meaning
money), implying their status as individuals to be sold as slaves. The",,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,SAMO,Samo,index,ethnic_entity_index,1
Mossi,Samogho,llm_ehraf,2,0,WesternAfrica,/Mossi_Hammond_263_KS | /Mossi__263_NK,"The joking relationship which the Mossi maintain with the Gurunsi and the Samogho peoples, among others, appears to involve the same structural characteristics.",Document names Samogho as an ethnic group with which Mossi have an institutionalized joking relationship. | Text names Mossi–Samogho as having institutionalized joking with expectations of hospitality and assistance.,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Samogho,,,0
Mossi,Sana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Sana,,,0
Mossi,Saponé,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Saponé,,,0
Mossi,several other ethnic groups,llm_ehraf,2,0,WesternAfrica,/Mossi_Hammond_260_KS | /Mossi_Hammond_260_NK,"Among the Mossi, joking is institutionalized as an adjustive mechanism in the following relationships: (7) between the Mossi and several other ethnic groups. | Among the Mossi, joking is institutionalized as an adjustive mechanism in the following relationships: (1) between Ego and his mother's agnatic kin, particularly his mother's elder brother; (2) between Ego and his mother's brother's wife; (3) between siblings-in-law; (4) between sibs; (5) between age-sets in the same age-grade; (6) between certain villages; and (7) between the Mossi and several other ethnic groups.",Text explicitly lists joking institutionalized between the Mossi and other ethnic groups (inter-ethnic joking institution). | Text explicitly states institutionalized joking between the Mossi and other ethnic groups; cross-group.,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,several other ethnic groups,,,0
Mossi,Silmi-Mossi,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Silmi-Mossi,,,0
Mossi,Tansoaba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Tansoaba,,,0
Mossi,Tensobendamba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Tensobendamba,,,0
Mossi,Tuaregs,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,greg,TUAREGS,Tuaregs,index,ethnic_entity_index,1
Mossi,Venda,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,VENDA,Venda,index,ethnic_entity_index,1
Mossi,Yana,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,murdock,MOSSI,Yana,index,ethnic_entity_index,1
Mossi,Yarse,llm_ehraf,3,0,WesternAfrica,/Mossi_Hammond_263_KS | /Mossi_Hammond_264_KS | /Mossi__263_NK,"3. I believe that joking is also institutionalized between the Mossi and the Yarse, a highly acculturated ethnic minority of Mande origin who live throughout Yatenga. | I believe that joking is also institutionalized between the Mossi and the Yarse, a highly acculturated ethnic minority of Mande origin who live throughout Yatenga.","Author states belief that joking is institutionalized between Mossi and the Yarse, an acculturated ethnic minority. | Text states joking is institutionalized between Mossi and Yarse—distinct ethnic groups, recurrent cultural tie. | Author states belief that joking is institutionalized between Mossi and Yarse, an acculturated ethnic minority.",murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Yarse,,,0
Mossi,Youmba,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Youmba,,,0
Mossi,Zaose,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Zaose,,,0
Mossi,Zorgho,keerthana_analysis,1,0,BurkinaFaso,,,,murdock,MOSSI,Mossi,index,ethnic_entity_index,,,Zorgho,,,0
MPEZENI,MWERA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,murdock,MWERA,MWERA,gis_exact,gis:murdock,1
MPEZENI,NGINDO,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,murdock,NGINDO,NGINDO,gis_exact,gis:murdock,1
MPEZENI,NYAKYUSA,icmid_jr_pair,1,0,East Africa,R_E_MOREAU_1944.pdf,"Ngoni with Yao, Wemba, Ngindo, Nyakyusa, Kinga, Bena, Makonde, Mwera, Mbunga, Ha, Nyamwezi, Sukuma, Hehe, Kami, Luguru, Gogo, Nyiramba, Zaramu. Zigua with Nyamwezi, Sukuma, Kami, Luguru, Hehe, Gogo, and Zaramu. Digo with Zaramu, Kami, and Luguru.",Also called Ngoni,murdock,MPEZENI,Mpezeni,index,ethnic_entity_index,murdock,NYAKYUSA,Nyakyusa,index,ethnic_entity_index,1
